"numero_correlativo","tipo_societario","descripcion_tipo_societario","razon_social","tipo_domicilio","descripcion_tipo_domicilio","calle","numero","localidad","provincia","codigo_postal"
"1985191","50","SOC. ANONIMA","CAPITAL16","L","LEGAL","ORURO","1586","CAPITAL FEDERAL","",""
"1985193","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","LOS DESMOCHADOS","L","LEGAL","SARMIENTO","767","CAPITAL FEDERAL","CAPITAL FEDERAL","1041"
"1985194","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MASPER REFRIGERACION","L","LEGAL","ESCALADA DE SAN MARTIN R.","2832","CAPITAL FEDERAL","CAPITAL FEDERAL","1416"
"1985195","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AUDAMATIC","L","LEGAL","DIAZ AVELINO","1230","CAPITAL FEDERAL","CAPITAL FEDERAL","1424"
"1985197","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FOOD LIGHT","L","LEGAL","CORDOBA AV.","1530","CAPITAL FEDERAL","CAPITAL FEDERAL","1055"
"1985198","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ASERRADERO AGROINDUSTRIA","L","LEGAL","SANTA FE AV.","5280","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985200","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GROWTH VENTURES","L","LEGAL","CONCORDIA","4837","CAPITAL FEDERAL","CAPITAL FEDERAL","1419"
"1985201","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","MON ARGEN BUSINESS","L","LEGAL","PERON, JUAN TTE.GRAL.","537","CAPITAL FEDERAL","CAPITAL FEDERAL","1038"
"1985202","50","SOC. ANONIMA","ZONIS PRETENSADOS","L","LEGAL","PERON, JUAN TTE.GRAL.","1628","CAPITAL FEDERAL","CAPITAL FEDERAL","1037"
"1985203","50","SOC. ANONIMA","OBAN","L","LEGAL","PERON, JUAN TTE.GRAL.","1628","CAPITAL FEDERAL","CAPITAL FEDERAL","1037"
"1985205","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MARIANA PAGES CATERING","L","LEGAL","MANUEL PEDRAZA","2127","CAPITAL FEDERAL","",""
"1985206","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CONNECTING WORLD","L","LEGAL","LAUTARO","191","CAPITAL FEDERAL","CAPITAL FEDERAL","1406"
"1985207","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AGUERO SHAMAIM","L","LEGAL","AGUERO","433","CAPITAL FEDERAL","CAPITAL FEDERAL","1171"
"1985208","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","JE SUIS FRANCHISING","L","LEGAL","SAENZ PENA R. PTE. AV.","616","CAPITAL FEDERAL","CAPITAL FEDERAL","1035"
"1985209","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CORONA INSUMOS","L","LEGAL","FLORES VENANCIO GRAL","3419","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985211","50","SOC. ANONIMA","SALUD OCUPACIONAL ESCOBAR","L","LEGAL","RODRIGUEZ PENA","736","CAPITAL FEDERAL","CAPITAL FEDERAL","1020"
"1985212","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ZENZENZEN","L","LEGAL","MITRE EMILIO","1184","CAPITAL FEDERAL","CAPITAL FEDERAL","1424"
"1985215","50","SOC. ANONIMA","TEXTEM","L","LEGAL","AVELLANEDA AV.","3399","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985217","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AQUILIMPIEZA","L","LEGAL","ALBERDI JUAN BAUTISTA AV.","2750","CAPITAL FEDERAL","CAPITAL FEDERAL","1406"
"1985220","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","VIENA DESARROLLADORA","L","LEGAL","RIVADAVIA AV.","5268","CAPITAL FEDERAL","CAPITAL FEDERAL","1424"
"1985222","50","SOC. ANONIMA","CZ WEALTH MANAGEMENT","L","LEGAL","SALGUERO JERONIMO","3350","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985227","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BEBIDAS FUNCIONALES","L","LEGAL","BONPLAND","2251","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985229","170","UNION TRANSITORIA","SACH S.A. - INGSOL S.A. - UNION TRANSITORIA","L","LEGAL","VIRREY VERTIZ","1710","CAPITAL FEDERAL","",""
"1985230","170","UNION TRANSITORIA","ALEMARSA S.A.C. - INGSOL S.A. - UNION TRANSITORIA","L","LEGAL","RIOBAMBA","1236","CAPITAL FEDERAL","",""
"1985233","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AGROPECUARIA LIMITE SUR","L","LEGAL","MONTEVIDEO","666","CAPITAL FEDERAL","CAPITAL FEDERAL","1019"
"1985234","50","SOC. ANONIMA","CORRALON CONSTRUSMART","L","LEGAL","CALLAO AV.","441","CAPITAL FEDERAL","CAPITAL FEDERAL","1022"
"1985236","50","SOC. ANONIMA","DECOINFINITY","L","LEGAL","SAN MARTIN","439","CAPITAL FEDERAL","CAPITAL FEDERAL","1004"
"1985237","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TECHOS Y GOTERAS","L","LEGAL","CONGRESO AV.","5065","CAPITAL FEDERAL","CAPITAL FEDERAL","1431"
"1985241","50","SOC. ANONIMA","REAPERS","L","LEGAL","PICO","1671","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985242","50","SOC. ANONIMA","DESARROLLOS URBANISTICOS ARGENTINOS","L","LEGAL","SOLER","4045","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985243","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FRANQUIFOOD","L","LEGAL","YERBAL","2592","CAPITAL FEDERAL","",""
"1985244","50","SOC. ANONIMA","MI TUTU","L","LEGAL","RIOBAMBA","429","CAPITAL FEDERAL","CAPITAL FEDERAL","1025"
"1985245","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","JES CONSTRUCCIONES","L","LEGAL","PATRON","5381","CAPITAL FEDERAL","CAPITAL FEDERAL","1408"
"1985246","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","OCEANS CONSTRUCCIONES","L","LEGAL","DIAZ CNEL. AV.","2644","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985247","50","SOC. ANONIMA","ASHMIR CONSTRUCCION Y SERVICIOS","L","LEGAL","DE LA TORRE LISANDRO","1396","CAPITAL FEDERAL","CAPITAL FEDERAL","1440"
"1985248","50","SOC. ANONIMA","VTG-GROUP","L","LEGAL","ALEM LEANDRO N AV.","1002","CAPITAL FEDERAL","CAPITAL FEDERAL","1001"
"1985249","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","JM DESARROLLOS","L","LEGAL","AV. MOSCONI","3950","CAPITAL FEDERAL","",""
"1985250","50","SOC. ANONIMA","GRUPO BULEVAN","L","LEGAL","AGUERO","571","CAPITAL FEDERAL","CAPITAL FEDERAL","1171"
"1985251","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DBTM GROUP","L","LEGAL","CIUDAD DE LA PAZ","2214","CAPITAL FEDERAL","CAPITAL FEDERAL","1428"
"1985252","50","SOC. ANONIMA","TALEB COWORKING","L","LEGAL","ANCHORENA TOMAS MANUEL DE","1171","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985253","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","11 DE JULIO VIAJES Y TURISMO","L","LEGAL","FLORIDA","259","CAPITAL FEDERAL","CAPITAL FEDERAL","1005"
"1985254","50","SOC. ANONIMA","ADD GLOBAL VALUE","L","LEGAL","QUINQUELA MARTIN B.","1716","CAPITAL FEDERAL","CAPITAL FEDERAL","1296"
"1985255","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","HYDROCONSULT","L","LEGAL","LAVALLE","357","CAPITAL FEDERAL","CAPITAL FEDERAL","1047"
"1985256","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","HAIR SHOP ARGENTINA","L","LEGAL","VILELA","1931","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985257","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MANDO INDUSTRIAS","L","LEGAL","PATRON","7284","CAPITAL FEDERAL","CAPITAL FEDERAL","1408"
"1985258","50","SOC. ANONIMA","VITAL HOUSE","L","LEGAL","COLOMBRES","1333","CAPITAL FEDERAL","CAPITAL FEDERAL","1238"
"1985260","50","SOC. ANONIMA","GUALTALLARY GASTRONOMIA","L","LEGAL","MAIPU","1252","CAPITAL FEDERAL","CAPITAL FEDERAL","1006"
"1985261","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","METROSEG","L","LEGAL","CABILDO AV.","3073","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985262","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DOSITAR GROUP","L","LEGAL","FALCON RAMON L CNEL","2326","CAPITAL FEDERAL","CAPITAL FEDERAL","1406"
"1985263","50","SOC. ANONIMA","GABESE CONSTRUCCIONES","L","LEGAL","CHARCAS","3282","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985264","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GLOBAL CHAIN SOLUTIONS","L","LEGAL","MORENO JOSE MARIA AV.","365","CAPITAL FEDERAL","CAPITAL FEDERAL","1424"
"1985265","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ALHELI DECO Y HOGAR","L","LEGAL","LAVALLE","1783","CAPITAL FEDERAL","CAPITAL FEDERAL","1048"
"1985266","170","UNION TRANSITORIA","C&E CONSTRUCCIONES S.A. - RIVA S.A.I.I.C.F.A. UNION TRANSITO","L","LEGAL","SUIPACHA","1067","CAPITAL FEDERAL","",""
"1985269","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FESA DIGITAL","L","LEGAL","ALBERDI JUAN BAUTISTA AV.","7070","CAPITAL FEDERAL","CAPITAL FEDERAL","1440"
"1985270","175","CONTRATO DE FIDEICOMISO","FIDEICOMISO MARCELO DE GRAZIA","L","LEGAL","VALENTIN VIRASORO","1663","CAPITAL FEDERAL","",""
"1985271","50","SOC. ANONIMA","MATERIALES EN OBRA","L","LEGAL","RODRIGUEZ PENA","434","CAPITAL FEDERAL","CAPITAL FEDERAL","1020"
"1985273","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CONSTRUCCIONES A","L","LEGAL","VALLEJOS","2315","CAPITAL FEDERAL","CAPITAL FEDERAL","1419"
"1985274","100","ASOCIACION CIVIL","CANARICULTORES ASOCIADOS BUENOS AIRES ASOCIACION CIVIL","L","LEGAL","CA¥ADA DE GOMEZ","2441","CAPITAL FEDERAL","",""
"1985276","50","SOC. ANONIMA","QUANTRA","L","LEGAL","GARCIA JUAN A.","4446","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985277","175","CONTRATO DE FIDEICOMISO","FIDEICOMISO ELBA ELISA DE GRAZIA","L","LEGAL","VALENTIN VIRASORO","1663","CAPITAL FEDERAL","",""
"1985278","100","ASOCIACION CIVIL","SENTITE MEJOR NATURALMENTE","L","LEGAL","PASO 35","35","CAPITAL FEDERAL","",""
"1985283","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","LO MEJOR DE NUESTRO MAR","L","LEGAL","MONROE","5500","CAPITAL FEDERAL","CAPITAL FEDERAL","1431"
"1985284","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CANTONADA","L","LEGAL","ARRIBENOS","3486","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985285","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","OTTAVO","L","LEGAL","GURRUCHAGA","1493","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985286","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ORALLA","L","LEGAL","URIBURU J. EVARISTO PTE.","460","CAPITAL FEDERAL","CAPITAL FEDERAL","1027"
"1985289","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","LA GALAXIA MAREJADA","L","LEGAL","TRONADOR","3891","CAPITAL FEDERAL","CAPITAL FEDERAL","1430"
"1985291","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","PRIMAMEDIA","L","LEGAL","DEFENSA","1419","CAPITAL FEDERAL","CAPITAL FEDERAL","1143"
"1985293","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BETTER FASTER STRONGER","L","LEGAL","SARMIENTO","348","CAPITAL FEDERAL","CAPITAL FEDERAL","1041"
"1985294","50","SOC. ANONIMA","LASILLA","L","LEGAL","DE MAYO AV.","1370","CAPITAL FEDERAL","CAPITAL FEDERAL","1085"
"1985295","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AGRO MONTA¥EZ","L","LEGAL","SUIPACHA","472","CAPITAL FEDERAL","",""
"1985297","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TALLER EL APOSTOL","L","LEGAL","DARWIN","38","CAPITAL FEDERAL","",""
"1985298","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GYS SIBLINGS","L","LEGAL","COSQUIN","2163","CAPITAL FEDERAL","",""
"1985299","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SUERTE MALDITA","L","LEGAL","SERRANO","1394","CAPITAL FEDERAL","",""
"1985302","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BITCO","L","LEGAL","SALTA","683","CAPITAL FEDERAL","",""
"1985303","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BAHIA FINTECH","L","LEGAL","SANTA FE AV.","2631","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985304","50","SOC. ANONIMA","OD","L","LEGAL","GODOY CRUZ","3046","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985312","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DOSILE","L","LEGAL","NUNEZ","3421","CAPITAL FEDERAL","CAPITAL FEDERAL","1430"
"1985313","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SERVICIOS INTEGRALES ARBOL","L","LEGAL","BELTRAN FRAY LUIS","34","CAPITAL FEDERAL","CAPITAL FEDERAL","1406"
"1985314","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AUTOCHECK","L","LEGAL","SALVADORES CNEL.","1386","CAPITAL FEDERAL","CAPITAL FEDERAL","1296"
"1985315","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TODO POR VOLAR","L","LEGAL","URUGUAY","196","CAPITAL FEDERAL","CAPITAL FEDERAL","1015"
"1985316","50","SOC. ANONIMA","DAROTEX","L","LEGAL","ALICIA MOREAU DE JUSTO","1150","CAPITAL FEDERAL","",""
"1985318","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","NEW GATE","L","LEGAL","NUNEZ","2769","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985320","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","KINI LITZ","L","LEGAL","ALVAREZ JULIAN","372","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985321","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BLULEY","L","LEGAL","CONCORDIA","541","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985324","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GRUPO DESAFIO","L","LEGAL","PUEYRREDON HONORIO DR. AV","1818","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985325","50","SOC. ANONIMA","ALCOBE","L","LEGAL","CORONEL DIAZ","2583","CAPITAL FEDERAL","",""
"1985328","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AGROPECUARIA FRONTERA DEL NORTE","L","LEGAL","MAIPU","810","CAPITAL FEDERAL","CAPITAL FEDERAL","1006"
"1985329","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ORTHOAR","L","LEGAL","LAFINUR","3266","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985330","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FLORAVIK","L","LEGAL","PENA","2791","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985331","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AEQUITAS DESARROLLADORA Y FIDUCIARIA","L","LEGAL","RODRIGUEZ PENA","1465","CAPITAL FEDERAL","CAPITAL FEDERAL","1021"
"1985332","50","SOC. ANONIMA","RIVENDELL","L","LEGAL","RIVADAVIA AV.","8055","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985333","50","SOC. ANONIMA","DUMMY-1","L","LEGAL","PARANA","830","CAPITAL FEDERAL","",""
"1985334","50","SOC. ANONIMA","ADAR2","L","LEGAL","CORDOBA AV.","1318","CAPITAL FEDERAL","CAPITAL FEDERAL","1055"
"1985335","50","SOC. ANONIMA","CVV","L","LEGAL","JUNCAL","1196","CAPITAL FEDERAL","CAPITAL FEDERAL","1062"
"1985336","50","SOC. ANONIMA","PROPIEDADES SAN MAURICIO","L","LEGAL","URUGUAY","660","CAPITAL FEDERAL","CAPITAL FEDERAL","1015"
"1985339","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DIENIC","L","LEGAL","ALLENDE","2270","CAPITAL FEDERAL","CAPITAL FEDERAL","1417"
"1985340","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DELTATAP","L","LEGAL","CALLAO AV.","1441","CAPITAL FEDERAL","CAPITAL FEDERAL","1024"
"1985341","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GRUPO TMR","L","LEGAL","CAMPOS LUIS MARIA AV","304","CAPITAL FEDERAL","CAPITAL FEDERAL","1426"
"1985342","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SERVICIOS COMERCIALES J&A","L","LEGAL","RIGLOS","404","CAPITAL FEDERAL","CAPITAL FEDERAL","1424"
"1985343","50","SOC. ANONIMA","CUBA 2665","L","LEGAL","11 DE SEPTIEMBRE DE 1888","1890","CAPITAL FEDERAL","",""
"1985344","50","SOC. ANONIMA","GREHEB","L","LEGAL","SARANDI","893","CAPITAL FEDERAL","",""
"1985345","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TREZAP","L","LEGAL","RIVAROLA RODOLFO DR. PJE.","111","CAPITAL FEDERAL","CAPITAL FEDERAL","1015"
"1985348","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","PERFILES ALUM","L","LEGAL","BEHRING","2552","CAPITAL FEDERAL","CAPITAL FEDERAL","1427"
"1985349","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ALIGTECNO","L","LEGAL","MOREAU DE JUSTO ALICIA AV.","1960","CAPITAL FEDERAL","CAPITAL FEDERAL","1107"
"1985350","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","NETBOUR","L","LEGAL","AVENIDA RICARDO BALBIN","4238","CAPITAL FEDERAL","",""
"1985351","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MATFREI","L","LEGAL","AMENABAR","3807","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985352","50","SOC. ANONIMA","RUSTRAL","L","LEGAL","SARMIENTO","212","CAPITAL FEDERAL","CAPITAL FEDERAL","1041"
"1985353","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","KANTO","L","LEGAL","DARREGUEYRA","2394","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985354","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","NATPARK","L","LEGAL","CORDOBA AV.","5981","CAPITAL FEDERAL","CAPITAL FEDERAL","1414"
"1985355","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DAS METAL 1990","L","LEGAL","MIGUELETES","980","CAPITAL FEDERAL","CAPITAL FEDERAL","1426"
"1985356","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","HARDTECH GROUP","L","LEGAL","ALBERTI","379","CAPITAL FEDERAL","CAPITAL FEDERAL","1082"
"1985357","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GRUPO AGROCAMPO","L","LEGAL","ALBERTI","379","CAPITAL FEDERAL","CAPITAL FEDERAL","1082"
"1985358","50","SOC. ANONIMA","HIGHLINE REALTY COMPANY","L","LEGAL","JUANA MANSO","1750","CAPITAL FEDERAL","",""
"1985359","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","DELTA FERTILIZANTES","L","LEGAL","SARMIENTO","938","CAPITAL FEDERAL","CAPITAL FEDERAL","1041"
"1985361","50","SOC. ANONIMA","NAVALIS MERCATORIA","L","LEGAL","SOLDADO DE LA INDEPENDENCIA","537","CAPITAL FEDERAL","CAPITAL FEDERAL","1426"
"1985362","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","PRONTO LUZ","L","LEGAL","MOREAU DE JUSTO ALICIA AV.","1848","CAPITAL FEDERAL","CAPITAL FEDERAL","1107"
"1985363","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ECCO TECNO","L","LEGAL","MAIPU","464","CAPITAL FEDERAL","CAPITAL FEDERAL","1006"
"1985364","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","OLIVOS EVENTOS","L","LEGAL","MERCEDES","877","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985365","50","SOC. ANONIMA","INDUSTRIAS INNOVA","L","LEGAL","ALVAREZ DONATO TTE GRAL.","895","CAPITAL FEDERAL","CAPITAL FEDERAL","1406"
"1985366","50","SOC. ANONIMA","BRAIMACH","L","LEGAL","SARMIENTO","212","CAPITAL FEDERAL","CAPITAL FEDERAL","1041"
"1985367","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TRANSPORTES TYSELA","L","LEGAL","ESMERALDA","582","CAPITAL FEDERAL","CAPITAL FEDERAL","1007"
"1985368","50","SOC. ANONIMA","CP SOLUTIONS","L","LEGAL","BONIFACIO JOSE","1668","CAPITAL FEDERAL","CAPITAL FEDERAL","1406"
"1985369","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","JOHNNY CUT","L","LEGAL","MORENO","1424","CAPITAL FEDERAL","",""
"1985372","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CEREALERA KND","L","LEGAL","MAIPU","812","CAPITAL FEDERAL","CAPITAL FEDERAL","1006"
"1985373","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CLEAN SAN JUSTO","L","LEGAL","GREGORIO DE LAFERRERE","3426","CAPITAL FEDERAL","",""
"1985374","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","FRAMIC","L","LEGAL","LARREA","141","CAPITAL FEDERAL","",""
"1985375","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MAXISOF","L","LEGAL","LARREA","141","CAPITAL FEDERAL","",""
"1985376","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ROMAFRAN","L","LEGAL","LARREA","141","CAPITAL FEDERAL","",""
"1985377","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","TRANSPORTE SAN JORGE","L","LEGAL","YAPEYU","461","CAPITAL FEDERAL","",""
"1985378","50","SOC. ANONIMA","YARDEN","L","LEGAL","JUSTO JUAN B AV.","6756","CAPITAL FEDERAL","CAPITAL FEDERAL","1407"
"1985380","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CEVIZ ALIMENTOS","L","LEGAL","JUNCAL","1981","CAPITAL FEDERAL","CAPITAL FEDERAL","1116"
"1985381","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","MM LOW","L","LEGAL","O GORMAN, CAMILA","412","CAPITAL FEDERAL","CAPITAL FEDERAL","1107"
"1985382","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","EAT SALUD","L","LEGAL","PARAGUAY","1345","CAPITAL FEDERAL","CAPITAL FEDERAL","1057"
"1985383","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","IMPECNO CONSTRUCTORA","L","LEGAL","VENEZUELA","964","CAPITAL FEDERAL","CAPITAL FEDERAL","1095"
"1985384","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ELECTROCOMEX","L","LEGAL","CORRIENTES AV.","2763","CAPITAL FEDERAL","CAPITAL FEDERAL","1046"
"1985385","50","SOC. ANONIMA","DELOS ANDES","L","LEGAL","ARMENIA","2105","CAPITAL FEDERAL","CAPITAL FEDERAL","1425"
"1985387","170","UNION TRANSITORIA","RED PAINT S.R.L. - CYLP SOCIEDAD ANONIMA - UT LIC.205","L","LEGAL","MOLIERE","1218","CAPITAL FEDERAL","",""
"1985388","170","UNION TRANSITORIA","RED PAINT S.R.L. - CYLP SOCIEDAD ANONIMA - UT","L","LEGAL","MOLIERE","1218","CAPITAL FEDERAL","",""
"1985389","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SOMOS OSTENDE","L","LEGAL","LORETO VIRREY","3303","CAPITAL FEDERAL","CAPITAL FEDERAL","1426"
"1985390","50","SOC. ANONIMA","HUNT RAW FOOD","L","LEGAL","ESMERALDA","77","CAPITAL FEDERAL","",""
"1985391","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","PRECINTO ASESORAMIENTO EN SEGURIDAD","L","LEGAL","GRANADEROS","622","CAPITAL FEDERAL","",""
"1985392","50","SOC. ANONIMA","AERO DINAMICA SERVICIOS AEREOS","L","LEGAL","SANTO TOME","3732","CAPITAL FEDERAL","CAPITAL FEDERAL","1417"
"1985395","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","AGENCIA DE MARKETING MG","L","LEGAL","CAMPOS LUIS MARIA AV","318","CAPITAL FEDERAL","CAPITAL FEDERAL","1426"
"1985396","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","PERRO PARISINO","L","LEGAL","CAMPOS SALLES","1712","CAPITAL FEDERAL","CAPITAL FEDERAL","1429"
"1985397","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","VIPLAY","L","LEGAL","PRESIDENTE LUIS SAENZ PE¥A","310","CAPITAL FEDERAL","",""
"1985399","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","BEST MAYORISTA","L","LEGAL","URUGUAY","640","CAPITAL FEDERAL","CAPITAL FEDERAL","1015"
"1985400","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","RODAR CONSTRUCTORA","L","LEGAL","BOLIVIA","2992","CAPITAL FEDERAL","CAPITAL FEDERAL","1417"
"1985401","50","SOC. ANONIMA","TRANS LOGISTICA DEL CENTRO","L","LEGAL","AVENIDA BOCAYA","1814","CAPITAL FEDERAL","",""
"1985402","50","SOC. ANONIMA","IMPERIAL TECHNOLOGY","L","LEGAL","LARREA","673","CAPITAL FEDERAL","CAPITAL FEDERAL","1030"
"1985407","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","CTC TRAVEL","L","LEGAL","CORDOBA AV.","632","CAPITAL FEDERAL","CAPITAL FEDERAL","1054"
"1985408","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ENERARGE","L","LEGAL","CORDOBA AV.","1335","CAPITAL FEDERAL","CAPITAL FEDERAL","1055"
"1985409","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","GEGELES","L","LEGAL","SUIPACHA","570","CAPITAL FEDERAL","CAPITAL FEDERAL","1008"
"1985410","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","ENERINV","L","LEGAL","CORDOBA AV.","1335","CAPITAL FEDERAL","CAPITAL FEDERAL","1055"
"1985412","50","SOC. ANONIMA","MERIDIAN ENERGY","L","LEGAL","LOLA MORA","421","CAPITAL FEDERAL","CAPITAL FEDERAL","1107"
"1985414","40","SOCIEDAD DE RESPONSABILIDAD LIMITADA","SIDE","L","LEGAL","ARENALES","1258","CAPITAL FEDERAL","CAPITAL FEDERAL","1061"
