"numero_correlativo","tipo_societario","descripcion_tipo_societario","razon_social","tipo_asamblea","descripcion_tipo_asamblea","numero_asamblea","fecha_realizacion","fecha_presentacion"
"1950643","50","SOC. ANONIMA","FRAMAR EVOLUCION","O","Ordinaria","","20220403","20230110"
"1950674","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","QDBA","O","Ordinaria","","20200411","20211123"
"1950674","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","QDBA","O","Ordinaria","","20210420","20220222"
"1950674","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","QDBA","O","Ordinaria","","20220415","20221221"
"1950690","100","ASOCIACION CIVIL","PRACTICANTES DE KARATE SHOTOKAN ARGENTINA ASOCIACION CIVIL","O","Ordinaria","9338711","20211120","20220118"
"1950691","50","SOC. ANONIMA","SONRISAS HOLDING","O","Ordinaria","","20200423","20221019"
"1950691","50","SOC. ANONIMA","SONRISAS HOLDING","O","Ordinaria","","20220609","20221019"
"1950691","50","SOC. ANONIMA","SONRISAS HOLDING","O","Ordinaria","","20220609","20221019"
"1950697","50","SOC. ANONIMA","DEINMOBILIARIOS","O","Ordinaria","","20201112","20221111"
"1950697","50","SOC. ANONIMA","DEINMOBILIARIOS","O","Ordinaria","","20211118","20221111"
"1950729","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","SELPHARMA ARGENTINA","O","Ordinaria","","20210420","20221122"
"1950751","50","SOC. ANONIMA","SMART MEDICAL TECH","O","Ordinaria","","20201119","20211115"
"1950751","50","SOC. ANONIMA","SMART MEDICAL TECH","O","Ordinaria","","20220121","20221017"
"1950781","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","SLAK INVERSIONES","O","Ordinaria","9330029","20200310","20211227"
"1950781","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","SLAK INVERSIONES","O","Ordinaria","9330040","20210405","20211227"
"1950809","100","ASOCIACION CIVIL","FARO DE VIDA ASOCIACION CIVIL","O","Ordinaria","9369439","20220423","20220406"
"1950809","100","ASOCIACION CIVIL","FARO DE VIDA ASOCIACION CIVIL","O","Ordinaria","9369433","20220423","20220406"
"1950809","100","ASOCIACION CIVIL","FARO DE VIDA ASOCIACION CIVIL","O","Ordinaria","9369425","20220423","20220406"
"1950861","50","SOC. ANONIMA","CUSTODIAM INTERNATIONAL HOLDING","O","Ordinaria","","20210401","20221213"
"1950861","50","SOC. ANONIMA","CUSTODIAM INTERNATIONAL HOLDING","O","Ordinaria","","20220331","20221213"
"1950900","100","ASOCIACION CIVIL","DE PROFESIONALES DE LA DIRECCION ESCENICA ARGEN (A.P.D.E.A.)","O","Ordinaria","9411902","20220310","20220701"
"1950947","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","TRANSPARENT WEB","O","Ordinaria","","20210405","20221202"
"1951039","100","ASOCIACION CIVIL","GRUPO MAGNIFICAT","O","Ordinaria","9241984","20210625","20210730"
"1951074","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","ALONE","O","Ordinaria","","20210708","20211027"
"1951074","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","ALONE","O","Ordinaria","","20220609","20220621"
"1951140","50","SOC. ANONIMA","SYMFONIA","O","Ordinaria","","20200318","20210811"
"1951140","50","SOC. ANONIMA","SYMFONIA","O","Ordinaria","","20210505","20210811"
"1951170","50","SOC. ANONIMA","REMANSO DEL MORO VIEJO","O","Ordinaria","","20201001","20220520"
"1951170","50","SOC. ANONIMA","REMANSO DEL MORO VIEJO","O","Ordinaria","","20211210","20220520"
"1951208","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","URIARTE BAIRES","O","Ordinaria","","20201216","20221229"
"1951208","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","URIARTE BAIRES","O","Ordinaria","","20211019","20221229"
"1951233","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","SPARTAN RACE","O","Ordinaria","9325689","20210726","20211214"
"1951233","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","SPARTAN RACE","O","Ordinaria","9450979","20220614","20220915"
"1951244","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","GRUPO ROT","O","Ordinaria","","20220616","20230206"
"1951257","100","ASOCIACION CIVIL","EL MATE","O","Ordinaria","9248999","20210430","20210811"
"1951257","100","ASOCIACION CIVIL","EL MATE","O","Ordinaria","9399841","20220429","20220607"
"1951299","100","ASOCIACION CIVIL","ESTACION 360 ASOCIACION CIVIL","O","Ordinaria","9443686","20220430","20220901"
"1951446","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","TNDT","O","Ordinaria","","20210824","20220406"
"1951446","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","TNDT","O","Ordinaria","","20220526","20220829"
"1951537","50","SOC. ANONIMA","DAF CONSTRUCTORA","O","Ordinaria","","20201123","20220912"
"1951537","50","SOC. ANONIMA","DAF CONSTRUCTORA","O","Ordinaria","","20211220","20220912"
"1951548","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","NUTRITION & BIOSCIENCES ARGENTINA","M","Mixta","9289215","20210510","20211019"
"1951558","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","NATURA RETAIL","O","Ordinaria","9371990","20200310","20220412"
"1951558","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","NATURA RETAIL","O","Ordinaria","9481902","20210330","20221115"
"1951558","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","NATURA RETAIL","O","Ordinaria","9481905","20220325","20221115"
"1951585","50","SOC. ANONIMA","SIMPLIMOVE","O","Ordinaria","","20210915","20220526"
"1951617","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","INTEGRA4","O","Ordinaria","","20210420","20221123"
"1951617","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","INTEGRA4","O","Ordinaria","","20220225","20221125"
"1951664","100","ASOCIACION CIVIL","MESA ARGENTINA DE LA CARNE SUSTENTABLE ASOCIACION CIVIL","O","Ordinaria","9483308","20211027","20221117"
"1951664","100","ASOCIACION CIVIL","MESA ARGENTINA DE LA CARNE SUSTENTABLE ASOCIACION CIVIL","O","Ordinaria","9483305","20211027","20221117"
"1951678","50","SOC. ANONIMA","ALOCA","O","Ordinaria","","20210820","20211103"
"1951769","50","SOC. ANONIMA","BDH CONSTRUCCIONES","O","Ordinaria","","20201116","20220720"
"1951769","50","SOC. ANONIMA","BDH CONSTRUCCIONES","O","Ordinaria","","20220704","20220720"
"1951791","110","FUNDACION","HAGAMOS TODO PARA EDUCAR EN CIENCIAS","O","Ordinaria","9299117","20210428","20211102"
"1951791","110","FUNDACION","HAGAMOS TODO PARA EDUCAR EN CIENCIAS","O","Ordinaria","9450464","20220429","20220914"
"1951828","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","LARP","O","Ordinaria","","20210429","20210910"
"1951828","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","LARP","O","Ordinaria","","20220429","20220712"
"1952070","50","SOC. ANONIMA","SISFRIENDS","O","Ordinaria","","20210924","20220408"
"1952071","50","SOC. ANONIMA","ISAKITO","O","Ordinaria","","20200930","20211223"
"1952071","50","SOC. ANONIMA","ISAKITO","O","Ordinaria","","20211004","20220616"
"1952085","50","SOC. ANONIMA","GRUPO SOLAR 8","O","Ordinaria","","20210414","20221005"
"1952085","50","SOC. ANONIMA","GRUPO SOLAR 8","O","Ordinaria","","20220413","20221005"
"1952148","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","BACH CONSULTING SERVICES","O","Ordinaria","","20220429","20220524"
"1952148","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","BACH CONSULTING SERVICES","O","Ordinaria","","20220430","20220524"
"1952151","52","SOCIEDAD POR ACCIONES SIMPLIFICADA","LAT LOGISTIC","O","Ordinaria","","20210618","20220728"
"1952171","110","FUNDACION","IDEAS QUE TRANSFORMAN","O","Ordinaria","9171318","20201019","20201104"
"1952223","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","DON ALFREDO AGRO","O","Ordinaria","9199674","20200923","20210312"
"1952223","51","SOCIEDAD ANONIMA UNIPERSONAL (SAU)","DON ALFREDO AGRO","O","Ordinaria","9317804","20211028","20211129"
